pipeline_id,run_id,timestamp,ci_tool,repository,branch,commit_hash,author,language,os,cloud_provider,build_duration_sec,test_duration_sec,deploy_duration_sec,failure_stage,failure_type,error_code,error_message,severity,cpu_usage_pct,memory_usage_mb,retry_count,is_flaky_test,rollback_triggered,incident_created,result,commit_size,files_changed,warnings,tests_failed,previous_failure_rate
gitlab-search-api-release,pipeline/1013494/job/2393684,2026-05-30T00:47:00,GitLab CI,search/search-api,main,f8c9993719664d5437b5901ac32aad19561ea1ce,github-actions[bot],NodeJS,windows-latest,GCP,1179,441,1690,deploy,Deployment Failure,HELM_UPGRADE_FAILED,Running with gitlab-runner 17.x | stage=deploy | $ make deploy | health check failed after deploy: GET https://search-api.dev.internal.example.com/healthz returned 503 from 10.184.240.51:7601; rollback requested | ERROR: Job failed: exit code 1,HIGH,76.32,16319,2,False,True,False,FAIL,29,18,5,0,0.203
gha-order-fulfillment-service-security-scan,118000939700-3,2026-05-18T07:46:00,GitHub Actions,commerce/order-fulfillment-service,bugfix/flaky-login-test,c4d020af7f71a1f44fb1c7d7eb58f7a2f62043c4,sara_platform,Rust,ubuntu-latest,AWS,940,457,794,build,Dependency Error,MAVEN_DEPENDENCY_RESOLUTION,Run build job on ubuntu-latest | ##[group]refs/heads/bugfix/flaky-login-test | mvn dependency:resolve | Could not find artifact com.company:auth-client:jar:2.7.14 in internal-nexus (https://nexus.internal.example.com/repository/maven-public) | Error: Process completed with exit code 1,MEDIUM,74.03,7204,1,False,False,False,FAIL,91,17,4,0,0.239
circleci-internal-api-gateway-security-scan,1126372d-ae1e-5a4a-b0d6-999a9fed5321,2026-05-27T04:11:00,CircleCI,platform/internal-api-gateway,feature/order-events,50c8d6fe60f4d781b4cd364fa4e8a5a8fc58ca0f,release_manager,Go,macos-latest,AWS,543,97,70,deploy,Permission Error,DOCKER_LOGIN_DENIED,CircleCI step deploy | working_directory=~/project/internal-api-gateway | aws ecr get-login-password | An error occurred (AccessDeniedException): User arn:aws:sts::123456789012:assumed-role/github-actions is not authorized to perform ecr:GetAuthorizationToken | Exited with code 1,HIGH,50.29,4220,0,False,False,False,FAIL,51,16,2,0,0.808
ado-user-session-service-nightly-regression,20260628.21,2026-04-04T02:35:00,Azure DevOps,platform/user-session-service,renovate/python-requests-2.x,f23f874a42ac51d0e1dc13ba8379e1821cfaf311,data_pipeline_bot,Java,self-hosted-linux,Azure,3552,1217,816,deploy,Timeout,DOCKER_PULL_TIMEOUT,##[section]Starting: deploy | Agent job on Azure Pipelines | npm ci | command timed out after 600000ms during postinstall script for pytest | ##[error]Bash exited with code 1,HIGH,36.99,15110,3,False,False,False,FAIL,77,33,3,0,0.645
jenkins-user-session-service-ci,user-session-service/feature-x#26843,2026-05-23T08:48:00,Jenkins,platform/user-session-service,feature/order-events,2688f416a05fc833b86676902525695e2c34ad1d,renovate[bot],Go,windows-latest,GCP,1710,146,180,deploy,Configuration Error,YAML_PARSE_ERROR,"[Pipeline] stage(deploy) | [Pipeline] sh | actionlint .github/workflows/deploypilot-ci.yml | .github/workflows/deploypilot-ci.yml:144:15: unexpected key ""runs_on""; did you mean ""runs-on""? | script returned exit code 1",HIGH,93.3,1639,1,False,False,False,FAIL,32,8,8,0,0.742
jenkins-analytics-etl-security-scan,analytics-etl/release-2026-07#26386,2026-05-19T05:28:00,Jenkins,data/analytics-etl,release/2026.07,0abbe4e4f0a20680bb5237224660927c24bf7473,qa_automation,NodeJS,windows-latest,AWS,1315,672,152,build,Timeout,WAIT_FOR_SERVICE_TIMEOUT,[Pipeline] stage(build) | [Pipeline] sh | kubectl rollout status deployment/analytics-etl -n staging --timeout=300s | timed out waiting for the condition,HIGH,65.25,23597,3,False,False,True,FAIL,42,7,10,0,0.914
gitlab-web-portal-release,pipeline/1024904/job/2418796,2026-04-12T15:48:00,GitLab CI,web/web-portal,main,7907dfd5c27ceb72702e48fc88e474479ec0cbff,qa_automation,Python,macos-latest,AWS,166,323,176,test,Test Failure,NPM_TEST_FAILED,"Running with gitlab-runner 17.x | stage=test | $ make test | npm test -- --runInBand | FAIL src/models/service.spec.ts | Expected mock function to have been called once, received 0 calls | ERROR: Job failed: exit code 1",HIGH,34.83,1575,1,False,False,False,FAIL,17,1,0,1,0.045
circleci-ci-templates-deploy-staging,09bf43fb-9edc-546c-b794-61ccee38d50f,2026-05-20T13:51:00,CircleCI,devops/ci-templates,feature/model-registry,43cacd00541d643b55b0dab8099f2755859d2237,dependabot[bot],Go,self-hosted-linux,Azure,386,889,1040,deploy,Deployment Failure,HEALTHCHECK_FAILED,CircleCI step deploy | working_directory=~/project/ci-templates | kubectl describe pod | Warning FailedScheduling: 0/6 nodes are available: insufficient memory | namespace=prod | Exited with code 1,HIGH,62.64,12742,1,False,False,False,FAIL,58,39,12,0,0.368
circleci-payment-gateway-service-deploy-staging,a109f782-0387-58cc-97a4-0b9783569203,2026-06-02T01:31:00,CircleCI,payments/payment-gateway-service,feature/auth-jwt,094ac8a7b4016193849c44d6ed8ade7dd9df5a67,dependabot[bot],Python,ubuntu-latest,GCP,685,232,46,deploy,Configuration Error,PydanticValidationError,"CircleCI step deploy | working_directory=~/project/payment-gateway-service | terraform plan | Error: Missing required variable ""container_image""; set TF_VAR_container_image before deployment | Exited with code 1",MEDIUM,88.0,22956,3,False,False,False,FAIL,14,4,3,0,0.901
gitlab-mobile-backend-nightly-regression,pipeline/995660/job/2354461,2026-04-27T20:54:00,GitLab CI,mobile/mobile-backend,feature/model-registry,72245d38c41fd76d0310b82a12b370ec78c5f504,qa_automation,Java,windows-latest,On-Prem,1184,1145,0,test,Test Failure,NPM_TEST_FAILED,Running with gitlab-runner 17.x | stage=test | $ make test | job failed before post-step summary was published; check previous console lines for the first error | run_id=pipeline/995660/job/2354461 | ERROR: Job failed: exit code 1,MEDIUM,65.26,5696,3,True,False,False,FAIL,51,7,6,1,0.624
circleci-helm-charts-build-test-deploy,3b7152c9-1438-50ab-950f-dec70957b93b,2026-05-26T07:40:00,CircleCI,infra/helm-charts,hotfix/urgente,c2628723852b1dbeb693afb2651456bdf451bbd7,nimal_backend,C++,macos-latest,Azure,723,1403,1122,build,Dependency Error,MAVEN_DEPENDENCY_RESOLUTION,CircleCI step build | working_directory=~/project/helm-charts | go mod download | verifying github.com/company/search@v0.0.22: checksum mismatch in go.sum | Exited with code 1,MEDIUM,73.96,8105,2,False,False,False,FAIL,65,21,5,0,0.646
ado-internal-api-gateway-build-test-deploy,20260616.24,2026-04-26T22:50:00,Azure DevOps,platform/internal-api-gateway,hotfix/urgente,ab87c75534ecc14bdb627302dc0d572066f011fc,security_scan_bot,C++,macos-latest,GCP,454,1370,0,test,Test Failure,GO_TEST_FAILED,"##[section]Starting: test | Agent job on Azure Pipelines | npm test -- --runInBand | FAIL src/search/service.spec.ts | Expected mock function to have been called once, received 0 calls | ##[error]Bash exited with code 1",HIGH,76.19,8459,2,False,False,False,FAIL,25,11,7,5,0.769
gitlab-helm-charts-pr-validation,pipeline/1014356/job/2395593,2026-05-31T14:43:00,GitLab CI,infra/helm-charts,feature/pagos,4651e86fbc78e12dec9266871ae7440f23ec3094,devops-bot,Rust,windows-latest,AWS,1629,117,399,deploy,Deployment Failure,K8S_ROLLOUT_TIMEOUT,Running with gitlab-runner 17.x | stage=deploy | $ make deploy | job failed before post-step summary was published; check previous console lines for the first error | run_id=pipeline/1014356/job/2395593 | ERROR: Job failed: exit code 1,CRITICAL,92.73,12796,2,False,False,False,FAIL,48,11,15,0,0.331
ado-mobile-backend-nightly-regression,20260624.24,2026-04-30T01:57:00,Azure DevOps,mobile/mobile-backend,master,f62cfb6384b00fffb4eb7669967a0b43dd96a42c,qa_automation,Rust,self-hosted-linux,GCP,346,521,787,build,Dependency Error,PIP_RESOLUTION_IMPOSSIBLE,##[section]Starting: build | Agent job on Azure Pipelines | npm ci | npm ERR! code ETARGET | npm ERR! notarget No matching version found for lodash@9.99.9 | package-lock.json out of sync | ##[error]Bash exited with code 1,HIGH,66.7,7736,0,False,False,False,FAIL,60,29,2,0,0.383
jenkins-helm-charts-deploy-staging,helm-charts/feature-x#28825,2026-06-10T04:09:00,Jenkins,infra/helm-charts,feature/model-registry,9d93e6a13d10f08db1c05950a14f60efe2ca8620,data_pipeline_bot,Python,macos-latest,Azure,1512,155,44,build,Resource Exhaustion,RUNNER_DISK_FULL,[Pipeline] stage(build) | [Pipeline] sh | javac | java.lang.OutOfMemoryError: Java heap space during test compilation; MAVEN_OPTS=-Xmx1024m | script returned exit code 1,CRITICAL,92.05,10421,3,False,False,False,FAIL,25,26,5,0,0.406
gha-reporting-dashboard-ci,118000795738-3,2026-04-13T06:20:00,GitHub Actions,reporting/reporting-dashboard,dependabot/npm_and_yarn/lodash-4.17.21,6655405c0ffb0bbcde2a6bac31c20db5c92edc80,platform_admin,NodeJS,macos-latest,GCP,966,228,769,deploy,Network Error,REGISTRY_504,Run deploy job on ubuntu-latest | ##[group]refs/heads/dependabot/npm_and_yarn/lodash-4.17.21 | curl -fsS https://reporting-dashboard.staging.internal.example.com/healthz | OpenSSL SSL_connect: Connection reset by peer in connection to 10.51.87.95:6175,HIGH,86.09,1546,3,False,False,False,FAIL,80,23,6,0,0.371
ado-ci-templates-nightly-regression,20260604.26,2026-05-14T02:58:00,Azure DevOps,devops/ci-templates,ci/cd-proyecto,5ac0482bc656af1dc00a4e6530a79326d265d065,data_pipeline_bot,Java,ubuntu-latest,Azure,1015,184,985,deploy,Configuration Error,ENV_VAR_MISSING,##[section]Starting: deploy | Agent job on Azure Pipelines | docker compose config | services.api.environment.SECRET_KEY contains an invalid reference; secret was not mounted in runner context,HIGH,92.96,13415,3,False,False,False,FAIL,11,10,10,0,0.819
circleci-mobile-backend-build-test-deploy,a41a75e0-48f6-5488-86a5-d904fbe00f6a,2026-04-30T17:55:00,CircleCI,mobile/mobile-backend,feature/pagos,186c5d8360e49939d1d68df6e0b8463cd4922c75,data_pipeline_bot,C++,windows-latest,Azure,1632,844,1709,deploy,Deployment Failure,HEALTHCHECK_FAILED,CircleCI step deploy | working_directory=~/project/mobile-backend | AWS ALB target group health check failed: target 10.77.126.192:5008 unhealthy after deployment; CodeDeploy marked revision failed,CRITICAL,35.51,16085,1,False,True,True,FAIL,86,9,14,0,0.79
gitlab-ml-training-pipeline-release,pipeline/1027755/job/2425074,2026-05-09T06:14:00,GitLab CI,mlops/ml-training-pipeline,main,5628de8e1c157ef81f09e192cf7a1693158b87d8,carlos_dev,Rust,windows-latest,Azure,172,77,63,deploy,Deployment Failure,ALB_TARGET_UNHEALTHY,Running with gitlab-runner 17.x | stage=deploy | $ make deploy | kubectl rollout status deployment/ml-training-pipeline -n ml-prod --timeout=180s | error: deployment exceeded its progress deadline | image=docker.io/company/ml-training-pipeline:5628de8e,CRITICAL,42.2,5521,0,False,False,False,FAIL,23,5,3,0,0.232
gha-rag-qa-service-nightly-regression,118000957413-3,2026-05-22T16:33:00,GitHub Actions,platform-team/rag-qa-service,hotfix/urgente,c206eb4791732fadd6887020ca81f2c6fc7dff7b,dependabot[bot],Java,self-hosted-linux,AWS,954,277,121,build,Network Error,REGISTRY_504,Run build job on ubuntu-latest | ##[group]refs/heads/hotfix/urgente | docker pull gcr.io/internal-platform/rag-qa-service:c206eb47 | received unexpected HTTP status: 504 Gateway Timeout from registry mirror 10.231.227.241 | Error: Process completed with exit code 1,HIGH,66.54,1877,5,False,False,False,FAIL,26,35,11,0,0.87
gha-kafka-stream-processor-pr-validation,118000760471-2,2026-04-04T15:32:00,GitHub Actions,data/kafka-stream-processor,master,89d7b4ad293f1a34e7b990318265b57e976baba0,nimal_backend,Python,macos-latest,,1303,1336,109,build,Permission Error,GCP_IAM_DENIED,Run build job on ubuntu-latest | ##[group]refs/heads/master | aws ecr get-login-password | An error occurred (AccessDeniedException): User arn:aws:sts::123456789012:assumed-role/github-actions is not authorized to perform ecr:GetAuthorizationToken | Error: Process completed with exit code 1,HIGH,54.79,14705,1,False,False,False,FAIL,30,20,5,0,0.28
jenkins-e2e-test-suite-pr-validation,e2e-test-suite/feature-x#29483,2026-04-18T10:28:00,Jenkins,qa/e2e-test-suite,feature/pagos,d2aac7cb35079e0cd150a44253a8d7d72799cd45,dependabot[bot],NodeJS,windows-latest,On-Prem,1280,1047,925,build,Dependency Error,NPM_ETARGET,[Pipeline] stage(build) | [Pipeline] sh | pip install -r requirements.txt | ERROR: Cannot install fastapi==0.110.0 and pydantic==1.10.2 because these package versions have conflicting dependencies,MEDIUM,50.69,6533,1,False,False,False,FAIL,31,32,7,0,0.408
circleci-rag-qa-service-security-scan,2d168d2c-1eea-57c9-9519-f021fcbb696f,2026-05-27T13:48:00,CircleCI,platform-team/rag-qa-service,feature/order-events,e882d030e8b0c8ec94aa99807fb67e98f3579415,devops-bot,Go,macos-latest,Azure,907,508,0,test,Test Failure,JUNIT_TEST_FAILURE,CircleCI step test | working_directory=~/project/rag-qa-service | mvn test | [ERROR] Failures: OrderServiceTest.shouldRejectInvalidToken:218 expected:<201> but was:<500> | Exited with code 1,HIGH,41.93,18676,1,False,False,False,FAIL,45,8,5,11,0.711
circleci-data-ingestion-service-nightly-regression,5ca06882-8960-5c46-b15b-9499677b3248,2026-04-09T23:57:00,CircleCI,data/data-ingestion-service,main,4548f109e4580641cc0b596660d061af805ebffc,renovate[bot],Java,macos-latest,AWS,843,675,157,deploy,Permission Error,AWS_ACCESS_DENIED,CircleCI step deploy | working_directory=~/project/data-ingestion-service | gcloud run deploy | PERMISSION_DENIED: principal ci-deploy@project.iam.gserviceaccount.com lacks roles/run.admin | Exited with code 1,HIGH,69.34,16311,1,False,False,False,FAIL,61,9,5,0,0.231
circleci-helm-charts-ci,f201d0b1-a7d3-594d-8ee0-a166d5fd46a1,2026-04-09T13:44:00,CircleCI,infra/helm-charts,hotfix/urgente,8918abcc028a29bacdff9622cda995272b18cc8b,nimal_backend,Rust,macos-latest,On-Prem,343,202,1014,deploy,Permission Error,GITHUB_TOKEN_PERMISSION_DENIED,CircleCI step deploy | working_directory=~/project/helm-charts | aws ecr get-login-password | An error occurred (AccessDeniedException): User arn:aws:sts::123456789012:assumed-role/github-actions is not authorized to perform ecr:GetAuthorizationToken | Exited with code 1,CRITICAL,91.97,14186,0,False,False,False,FAIL,15,40,4,0,0.557
gitlab-deploypilot-ai-deploy-staging,pipeline/982020/job/2324450,2026-04-03T06:36:00,GitLab CI,devops/deploypilot-ai,develop,a0f5aca61c86d62481d4bbd86186b010fab6e339,carlos_dev,Python,macos-latest,On-Prem,275,320,205,build,Security Scan Failure,OWASP_DEP_CHECK_FAIL,Running with gitlab-runner 17.x | stage=build | $ make build | bandit -r src | Issue: [B105:hardcoded_password_string] Possible hardcoded password at /home/runner/work/deploypilot-ai/deploypilot-ai/src/orders/service.py:228 | ERROR: Job failed: exit code 1,CRITICAL,74.67,4357,1,False,False,False,FAIL,11,4,3,0,0.184
ado-analytics-etl-pr-validation,20260619.28,2026-05-30T19:18:00,Azure DevOps,data/analytics-etl,master,2cdd46a4103707c57baa345b6e911bd18aeb7f3d,dependabot[bot],Rust,ubuntu-latest,Azure,358,1030,1037,build,Resource Exhaustion,CPU_LIMIT_EXCEEDED,##[section]Starting: build | Agent job on Azure Pipelines | cargo test --release | runner CPU throttled for 300s; job exceeded resource quota on self-hosted runner,CRITICAL,90.4,16983,1,False,False,True,FAIL,82,16,2,0,0.522
ado-inventory-sync-worker-build-test-deploy,20260626.22,2026-04-07T13:33:00,Azure DevOps,ops/inventory-sync-worker,feature/pagos,5c6e2a3b53579f7aa26b323141e778d5c13e6431,junior_juan,NodeJS,macos-latest,,1724,1375,293,deploy,Security Scan Failure,SNYK_VULNERABILITY,##[section]Starting: deploy | Agent job on Azure Pipelines | snyk test --severity-threshold=high | ✗ High severity vulnerability found in gin-gonic/gin; upgrade to patched version before release | ##[error]Bash exited with code 1,HIGH,76.58,23774,2,False,False,False,FAIL,44,34,21,0,0.213
gitlab-inventory-sync-worker-build-test-deploy,pipeline/1015352/job/2397770,2026-06-02T09:32:00,GitLab CI,ops/inventory-sync-worker,develop,69092e84fcbc6b04facb03640bc0a3f2c8c26f3e,release_manager,NodeJS,macos-latest,AWS,595,1173,214,build,Dependency Error,GO_SUM_MISMATCH,Running with gitlab-runner 17.x | stage=build | $ make build | mvn dependency:resolve | Could not find artifact com.company:models-client:jar:2.7.14 in internal-nexus (https://nexus.internal.example.com/repository/maven-public),HIGH,80.58,14686,2,False,False,False,FAIL,91,34,9,0,0.189
jenkins-user-session-service-build-test-deploy,user-session-service/release-2026-06#23225,2026-04-20T13:24:00,Jenkins,platform/user-session-service,release/2026.06,b5ca28bf8bfd32d0f3019dcfec4b2e06389e4d70,dependabot[bot],Python,ubuntu-latest,Azure,1396,338,4,test,Dependency Error,PIP_RESOLUTION_IMPOSSIBLE,[Pipeline] stage(test) | [Pipeline] sh | mvn dependency:resolve | Could not find artifact com.company:notifications-client:jar:2.7.14 in internal-nexus (https://nexus.internal.example.com/repository/maven-public),MEDIUM,51.37,23637,0,False,False,False,FAIL,82,42,6,0,0.249
circleci-data-ingestion-service-nightly-regression,58b9b8e7-bc2b-5329-ac72-525cfc967569,2026-05-26T22:09:00,CircleCI,data/data-ingestion-service,release/2026.07,2a7ad9319147554347a7c9655f97fd97db5463c5,carlos_dev,Go,macos-latest,On-Prem,217,899,519,build,Dependency Error,PIP_RESOLUTION_IMPOSSIBLE,CircleCI step build | working_directory=~/project/data-ingestion-service | go mod download | verifying github.com/company/reports@v0.0.41: checksum mismatch in go.sum | Exited with code 1,MEDIUM,89.22,6087,2,False,False,False,FAIL,52,36,5,0,0.671
jenkins-terraform-infra-pr-validation,terraform-infra/develop#21502,2026-04-05T02:15:00,Jenkins,infra/terraform-infra,develop,f3555ea268f70f864f7b92d7696552cdb8dc7bae,github-actions[bot],Go,windows-latest,Azure,2090,1957,447,build,Timeout,TEST_TIMEOUT,[Pipeline] stage(build) | [Pipeline] sh | pytest tests/integration --timeout=300 | TimeoutExpired: test suite exceeded 300 seconds while waiting for service at https://terraform-infra.staging.internal.example.com/healthz,HIGH,38.3,17182,3,False,False,False,FAIL,14,2,9,0,0.84
gha-order-fulfillment-service-build-test-deploy,118000931263-1,2026-05-16T05:44:00,GitHub Actions,commerce/order-fulfillment-service,ci/cd-proyecto,76b6a5e34c1977e46d767fcad771e5f2f2769586,maria_sre,NodeJS,macos-latest,AWS,1054,1251,0,build,Build Failure,GO_BUILD_FAILED,Run build job on ubuntu-latest | ##[group]refs/heads/ci/cd-proyecto | cmake --build build | undefined reference to `ValidateToken()` | collect2: error: ld returned 1 exit status | Error: Process completed with exit code 1,CRITICAL,37.38,11721,3,False,False,False,FAIL,59,13,8,0,0.585
